Company Name,Total Worldwide Box Office
Royal Avenue Chelsea,"$58,149"
Good Lap Production,"$439,166"
Lyric International,"$17,110"
Celco,"$17,107"
G.C. Pix LLC,"$17,107"
Check Entertainment,"$17,107"
Mainstreet Productions,"$17,048"
Mansion Pictutes,"$17,036"
Homerun Asia,"$10,447,579"
Zonbo Media,"$10,447,579"
Point Productions,"$464,133"
Steady Orbits,"$16,987"
Blue Ice Docs,"$294,405"
Filmoption Intl.,"$16,942"
CoPro,"$16,942"
Hotdocs Dealmakers,"$16,942"
Home Made Docs,"$16,942"
IDFA Forum,"$16,942"
EOdocs,"$16,942"
OFC,"$16,942"
Shellac Sud,"$396,960"
Fields Park Media Partners,"$155,623"
Paper Chain Productions,"$16,878"
Risberg Schilling Productions,"$16,839"
Twirly Films Limited,"$2,829,928"
Precept Productions,"$16,772"
Objective 49,"$16,772"
Olsen Entertainment,"$76,985"
Red 56,"$76,985"
Rockhaven Films,"$16,765"
Young and Handsome,"$16,757"
Derek Jarman Lab,"$49,517"
University of Pittsburgh,"$49,517"
Escandalo Films,"$33,811"
Framework,"$16,734"
Licri Inc.,"$6,457,479"
Tom Yoka,"$6,457,479"
Burger Collection,"$16,594"
AD406,"$16,563"
Culture and Media Co Ltd,"$180,292"
Beijing Ocean and Time Culture Communication Co Ltd,"$180,292"
Beijing YiHe Start Film Production Ltd,"$180,292"
New Heaven Picture Culture and Media Co Ltd,"$180,292"
Haviland Digital,"$852,491"
Bundesbeauftragte Fur Kultur Und Medien,"$19,530"
IDM Sudtirol-Alto Adige,"$19,530"
Wonderview Studios,"$21,554"
Blue Finch Film Releasing,"$21,554"
Marcie Films,"$21,343"
Diamond Girl,"$16,164"
Sol's Luncheonette,"$16,164"
Rushaway Pictures,"$16,118"
Projection Pictures,"$6,111,194"
Asphalt Films,"$16,050"
Cinecopro Award,"$175,629"
Amsterdam Post Lab,"$175,629"
German-Polish Film Fund,"$175,629"
Film and Creative Industries - Nova Scota,"$19,453"
Filmshow,"$19,453"
Younger Daughter Films,"$19,453"
Mazewalker Films,"$19,453"
Cinexus Pictures,"$15,974"
Strada Film,"$1,030,739"
OWL Productions,"$15,954"
First Born Production,"$15,938"
Digital Seven,"$15,938"
Random Art Workshop,"$15,919"
Shoreline Entertainment,"$400,793"
Soaring Flight Productions,"$2,166,928"
Metropole Films,"$16,779"
Borderline Presents,"$148,731"
3RoundBurst,"$15,850"
We Are Tessellate,"$15,850"
Lost Gang Films West,"$15,801"
Jubilee Films,"$15,801"
Vespertine Films,"$15,801"
Rezo Productions,"$3,281,855"
ProSieben,"$3,281,855"
Quill Film Partners Ltd.,"$15,674"
Visionscape Studios,"$15,671"
Samson Films,"$1,665,411"
Prodigy Pictures,"$15,643"
Motel Pictures Inc,"$15,643"
Bando a Parte,"$426,275"
Gladys Glover,"$94,442"
Double Play Films,"$94,442"
Claudeismydog,"$868,081"
Roxbourne Media Limited,"$211,552"
Monte Rosso,"$840,007"
Figures of Speech,"$15,378"
"Take Me Home Productions, LLC","$15,374"
Kreo Films,"$17,622,039"
Roy Lichtenstein Foundation,"$15,334"
Two Piano Films,"$15,263"
Buckup Productions,"$15,263"
Starcrossed Film Ltd LLC,"$15,263"
Wishing Tree Productions,"$366,332"
Vice Documentary Films,"$18,288"
Rockeye,"$18,288"
Brooks Media,"$15,156"
Nikolaus Geyrhalter,"$15,151"
Stadtkino Filmverleih,"$15,151"
Lucky 13 Productions,"$147,295"
Mansfield Films,"$15,122"
Time Studios,"$27,174"
Lady and Bird,"$27,174"
Fortune Favor Films,"$27,174"
Bright West Entertainment,"$27,174"
Kanopy,"$27,174"
Dean River,"$15,091"
South Rampart,"$40,360"
Plymptoons,"$62,419"
WhiteFlame,"$15,071"
Mintz Entertainment,"$15,063"
We Broke Up Productions LLC,"$15,063"
ReelDreams,"$15,003"
"Time and Tide Productions, Inc.","$15,000"
IXII Productions,"$14,966"
Hypotenuse Films,"$131,753"
Fundacao Calouste Gulbenkian,"$55,715"
Samaritan Entertainment,"$14,928"
Iyara Film,"$14,890"
Banger Films,"$17,889"
Ajimolido Films,"$33,508"
Nelly Entertainment,"$23,864"
Barakacine SRL,"$23,864"
Ministerio de Cultura Argentina,"$23,864"
Zebra Producciones,"$23,864"
Marca Pais Argentina,"$23,864"
Homeless Bob,"$128,578"
Neda Film,"$14,861"
White Picture,"$14,861"
Les Films du Nouveau Monde,"$176,526"
YC Aligator Film,"$96,277"
Ali n' Productions,"$96,277"
Hudson West Productions,"$21,331"
Crossing The Line Productions,"$36,123"
Highbrow Entertainment,"$52,781"
Latitude 49,"$52,781"
Black Nexxus Productions,"$52,781"
Pan-Europeenne,"$21,333,207"
Tricoast Worldwide,"$14,616"
Cafe Pictures,"$14,616"
Pendragon Pictures,"$14,616"
Buzzworm Films,"$14,610"
The Genre Company,"$5,006,181"
Empire Film & Entainment Group,"$114,633"
Insidious Pictures,"$114,633"
Fridthjof Film,"$2,690,879"
Shot Clock,"$30,949"
Silent Helicopter,"$30,949"
Zambry Films,"$14,518"
Onwards and Upwards,"$14,463"
BatteryMarch Films,"$14,463"
Whitener Entertainment Group,"$14,410"
Mandt Brothers Productions,"$14,410"
Remarkably Calm,"$24,383"
The Harnisch Foundation,"$24,383"
WILLA,"$24,383"
Mumuration,"$24,383"
Occupant Films,"$1,974,872"
Center of Gravity,"$14,310"
Virginie Films,"$26,489"
Transform Films,"$21,838"
K A Snyder Productions,"$14,109"
Bloomfish Productions,"$41,637"
The Only Emperor,"$41,637"
Dart Film & Video Doo,"$16,944"
Belgrade,"$16,944"
Tycor International Film Company,"$364,847"
Hubbnobb,"$20,947"
Secret Identity Productions,"$14,057"
Societe de Developpement des Entreprises Culturelles Quebec,"$270,656"
Corey Marr Productions,"$183,413"
MCP Productions,"$183,413"
Western Region Audiovisual Producers Fund,"$183,413"
Lorton Entertainment,"$473,947"
River Bay Films,"$3,197,617"
1984 Films,"$32,058"
Remain Calm Productions,"$13,790"
Second and 10th,"$13,790"
Romanian Film Center,"$241,976"
Czech Film Fund,"$43,089"
S.E.E. Cinema Network,"$40,578"
Les Films de l’Etranger,"$40,578"
Eurometropole de Strasbourg,"$40,578"
Binger Filmlab,"$40,578"
Pink Productions,"$40,578"
Sensiblu Christian Tour,"$40,578"
Nipkow Programm,"$40,578"
Studio Bystrouska,"$40,578"
Manekino Film,"$40,578"
Cinelink,"$40,578"
Agitprop,"$40,578"
Provenance Pictures,"$13,769"
Schorr Pictures,"$13,769"
Amaris Media International,"$13,760"
Ikone Studio,"$84,043"
Alva Film,"$82,531"
Black Cat,"$82,531"
Cinderblock Productions,"$13,739"
Tom Sachs,"$13,739"
Leonard Hill Films,"$13,737"
Determined Pictures,"$13,688"
Chariot Productions,"$13,598"
Pundarika Foundation,"$13,598"
Factor Films Ltd.,"$19,288"
Pillen's Farm Pictures,"$13,500"
Sophomore,"$13,500"
Embark Visuals,"$13,486"
Tracking Shot Productions,"$13,486"
Habitat Media Group,"$13,476"
KK Ranch Productions,"$13,476"
Eliza Kay Productions,"$13,476"
Picture Farm Ltd,"$463,671"
Screen Runner,"$13,420"
La Belle Kinoise,"$13,420"
JJay Productions,"$13,400"
MDEC,"$13,385"
Tripod Entertainment,"$13,385"
Mouth Agape Productions,"$13,358"
Chinese Shadows,"$18,843"
Periferi Film,"$13,325"
This Was Argos,"$13,325"
Fruit Fly,"$13,304"
Dorset Films,"$13,266"
Mile A Way Productions,"$13,262"
Otis Lucas Productions,"$13,250"
Genuine Article Pictures,"$13,250"
Bloom Project,"$13,194"
Windowseat Entertainment,"$13,191"
7A Productions,"$13,093"
Whole Hog Films,"$13,028"
Tinmouth Films,"$13,015"
Jim and Susan Prods,"$13,015"
Aiete Ariane Films,"$303,223"
Art Commissioners,"$303,223"
Racer Entertainment,"$12,971"
Buffalo Bulldog Films,"$12,971"
Paramyth Films,"$15,589"
Arri Media,"$1,477,581"
Tempest Film Produktion und Verleih,"$702,951"
Avanti Media Fiction,"$454,142"
Kazak Productions,"$12,810"
Uwaga Film,"$12,804"
Means of Productions,"$12,804"
Dig The Movie,"$12,795"
Cinefrance,"$75,728"
Onzecinq,"$75,728"
Okta Film,"$74,569"
MyMovies.com,"$74,569"
Radar Films.,"$19,860,458"
Fortaleza Filmworks,"$12,620"
Cinema Group,"$3,690,228"
Basis Berlin Filmproduktion,"$21,759"
IDFA Bertha Foundation,"$12,579"
Ventana Film,"$12,579"
Screen Institute Beirut,"$12,579"
The Netherlands Consulate,"$12,579"
Green Ray Films,"$31,087,341"
"Maisong Entertainment Investment Co., Ltd.","$31,087,341"
"He Li Chen Guang International Culture Media Co., Ltd.","$31,087,341"
Machete Producciones,"$529,463"
Opera Film,"$12,516"
Sharkey Productions,"$12,495"
Paulines Angel,"$12,494"
Atoms & Void,"$49,411"
Studio Uljana Kim,"$49,411"
Bavaria Pictures,"$45,675"
US Department of Housing and Urban Development,"$12,358"
Project Rebirth,"$12,358"
Oppenheimer Funds,"$12,358"
Lower Manhatten Development Copportaion,"$12,358"
Barefoot Films,"$138,945"
The Works International,"$12,173"
Verax Films,"$12,173"
Canal Cat Films,"$12,173"
Decla-Bioscop,"$18,835"
"Touch the Wall, LLC","$12,156"
Motherboard,"$12,119"
Science Sandbox,"$12,119"
The Hestia Gaea Foundation,"$12,101"
Rogers Entertainment Group,"$12,101"
Yachaywasi Films,"$12,080"
Equitas Entertainment Partners,"$12,049"
Positive Catalyst,"$12,049"
Frederic Bourboulon,"$92,136"
Digital Bazooka,"$12,008"
Bill and Ben,"$7,179,017"
CCT Tiden Cummings Fund,"$90,388"
Garrett Scott Development Grant,"$90,388"
John D. and Catherine T. MacArthur Foundation,"$90,388"
Blunderbust Productions,"$11,947"
De La Bourse Brouillon D Un Reve De La Scam Du Dispositif La Culture Avec La Copie Privee,"$139,174"
Fonds D Aide A L Innovation Audiovisuelle Du Centre National Du Cinema Et De L Image Anime,"$139,174"
Tamara Films,"$11,897"
Filmhuset Fiction,"$11,894"
Leiknar Myndir,"$11,894"
Mogador Film,"$11,894"
Hughrif,"$11,894"
Inforg Studio,"$1,131,614"
Media Council of the National Media and Infocommunications Authority,"$20,731"
Visionteam L.O.,"$20,731"
Roseland Films,"$11,861"
RingTheJing,"$11,811"
Senator Films Munchen,"$11,805"
W Factory,"$2,825,733"
Exhibit,"$21,509"
Big Cat Productions,"$11,746"
Parkwood East Film,"$11,740"
Children of Productions,"$11,722"
Escazal Films,"$1,651,741"
Stepping Stone Pictures,"$11,711"
Little Wing,"$102,535"
A Space Between,"$11,632"
Waterdog Films,"$11,574"
EC1 Lodz — The City of Culture,"$18,308"
Aristar Entertainment,"$24,180"
Incendiary Features,"$24,137"
Gato Negro Films,"$11,514"
Division Films,"$21,251"
Donten & Lacroix,"$14,303"
Films Grand Huit,"$14,303"
Dugong Films,"$14,303"
Rumanni Filmworks,"$11,445"
The Midnight Bodega Society,"$11,355"
Slowhand Cinema,"$11,340"
Societe Nouvelle des Etablissements Gaumont,"$11,321"
Union Generale Cinematographique,"$11,321"
Turnstyle Films,"$11,319"
Sickening Pictures,"$11,319"
Viktoria Films,"$11,314"
TVR,"$39,177"
Chhibber Mann Productions,"$255,881"
Village Entertainment,"$11,301"
Go Spectrum Studios,"$11,301"
Lynchpin Productions,"$11,301"
Yunnan Film Group,"$65,693,007"
We Pictures,"$29,284,214"
Dingsheng Cultural Industry Investment Co.,"$29,284,214"
Steller Mega Films,"$29,284,214"
JSBC Eudemonia Blue Ocean TV & Movie Group,"$29,284,214"
Bahr Productions,"$11,294"
Filmconfect,"$11,294"
Cine Canibal,"$54,665"
Jaqueca Films,"$54,665"
Mr. Pictures,"$11,257"
Sataifilm,"$85,752"
Hacker Productions,"$11,239"
Think Media Studios,"$53,980"
The Complications,"$11,183"
De La Procirep Et De L Angoa,"$162,969"
A27,"$11,157"
Ironside Productions,"$11,151"
QMI,"$219,846"
Tax Credit Legislation,"$14,520"
The Campania Regional Film Commission,"$14,520"
Malia,"$14,520"
Inoxfucine Group SRL,"$14,520"
Deverett Media Group,"$11,087"
Steve Weinberger,"$11,087"
El Janie Entertainment,"$11,087"
Deal Productions,"$353,653"
Turismo De Portugal,"$468,330"
FLAD,"$468,330"
Artificial Humors,"$468,330"
Portugal Film Commission,"$468,330"
Public Interest Pictures,"$11,021"
Shoot First Inc.,"$11,021"
Red Road Studio,"$11,010"
Last Battlefield Productions,"$11,010"
BulBul Films,"$47,019"
Coquette,"$10,970"
Awakening Films,"$10,935"
Unity Avenue Foundation,"$10,912"
Walk in the Rain Films,"$10,912"
Black Dynamite Films,"$25,260"
Stimulus Pictures,"$10,771"
El Peligro,"$10,761"
Easy Company,"$1,335,641"
Filmatics,"$10,752"
Cinekap,"$671,707"
Andolfi,"$267,175"
Granit Films,"$263,744"
Katuh Studio,"$263,744"
Shortcut Films,"$263,744"
Ten Forward Films,"$10,656"
Nordeutscher Rundfunk,"$10,656"
Films Concordia,"$24,187"
C C Champion,"$24,187"
Monofonus Press,"$10,545"
Breakthrough Entertainment,"$12,049"
Black Fawn Films,"$12,049"
Calach Films,"$157,538"
Le Collectif 64,"$67,192"
L Grove Pictures,"$10,490"
Drwelin Productions,"$10,490"
Lafayette Film,"$420,766"
LB Entertainment,"$112,283"
Rolling Pictures,"$10,454"
Lolav Media,"$14,280"
Ginestra Film,"$14,280"
Manifest Film,"$17,794"
JBA Productions,"$148,388"
Urban Distribution International,"$94,040"
Homegreen Films,"$10,433"
Flash Forward Entertainment,"$110,364"
Cforce Pictures,"$110,364"
Chan Films,"$110,364"
Transcend Pictures,"$110,364"
Quasar Films,"$110,364"
Vainglorious Pictures,"$10,357"
Casa Productions,"$18,967,760"
Areneo Belgium,"$18,967,760"
Valor 7,"$18,967,760"
Sgamai Cinema 1,"$18,967,760"
Vardo Films,"$10,347"
Les Films du Labyrinthe,"$2,573,400"
Bethsabee Mucho,"$2,573,400"
Movie Pictures,"$2,573,400"
Mondatta Films,"$2,573,400"
BofA Productions,"$94,886"
Filmstruck,"$68,248"
Alfred P. Sloan Foundation,"$10,236"
Bruce Brown Films,"$10,233"
Hinkson Entertainment,"$10,232"
GhettoPhysics Entertainment,"$10,229"
Captured Light Industries,"$10,229"
Filmperspektive GmbH,"$10,422"
Eikon Berlin,"$10,422"
TV Plus Hannover,"$10,422"
Film Camp,"$141,857"
Tashtego Films,"$10,152"
Mirror Images Ltd.,"$254,684"
Tate Men Entertainment,"$10,104"
Big Genie,"$10,104"
Monday Production,"$10,082"
Made in Copenhagen,"$10,082"
Edith's Daughter Productions,"$18,641"
FortyNineSixty Films,"$18,641"
ERT SA,"$18,641"
AIM Media,"$18,641"
Hope Street,"$18,641"
Persephone Pictures,"$10,042"
Found Objects,"$10,021"
Mighty Pictures,"$10,021"
Thoughtmakers,"$10,021"
Red Flag Releasing,"$10,000"
Das Film,"$175,569"
Selavy,"$132,306"
Vie Entertainment,"$132,306"
Treehouse Productions,"$9,966"
The Knights Young Productions,"$9,966"
7&7 Films,"$9,952"
Le Diapason,"$9,934"
Les Films de la Pleiade,"$9,934"
Les Films Du Jeudi,"$9,934"
Lumieres Numeriques,"$9,934"
TickTock Studios,"$9,915"
Crabcake Entertainment,"$9,915"
Soulidifly Productions,"$13,271"
Sweet Unknown Studios,"$13,271"
Optimad Media,"$13,271"
Goi-Goi Prods,"$9,862"
Pili Films,"$9,862"
The Young Gang,"$101,053"
Mondo Macabro Movies,"$27,833"
Predestinate,"$9,802"
Uncorked Pictures,"$20,897"
Wildlife Pictures,"$9,795"
Autentika,"$9,750"
Jouror Films,"$35,974"
Someci,"$35,974"
Indiefilms 7,"$6,789,005"
Bunbuku,"$5,149,467"
Jamal Zeinal-Zade,"$5,149,467"
M.i Movies,"$5,149,467"
Jasmin Zeinalzade,"$5,149,467"
Margot Zeinalzade,"$5,149,467"
Garidi Films,"$5,149,467"
Forces Unseen,"$9,522"
Hsubox,"$9,522"
Multimedia Film,"$582,898"
Elkin Editions,"$9,500"
Arts & Science,"$475,564"
Doug Aitken Workshop Production,"$10,530"
Cinecitta Studios,"$1,422,153"
Paragraph Pictures,"$9,432"
TallTree Pictures,"$9,432"
Magic Stone,"$9,417"
Nerdist Industries,"$9,417"
Small Angst Films,"$9,798"
LEF Foundation,"$9,798"
Thelma Films,"$3,191,134"
Here Now,"$9,342"
Poor Rich Kids,"$9,342"
Kasbe Films,"$10,196"
Fusion,"$10,196"
Project Earth,"$10,196"
Lucky Star Lounge,"$9,329"
Bizlounge,"$9,329"
Pinewood Films,"$26,249"
Honeymoon Productions,"$9,318"
Fewlas Entertainment,"$9,318"
Jonathan Venguer Productions,"$9,313"
OneFox Productions,"$9,299"
Sterling Pictures,"$328,314"
Princeps Films,"$63,996"
Mira Film,"$9,256"
Filmtank,"$9,256"
Gemelli Films,"$9,244"
Candice Cain,"$9,244"
Fonds Sud Cinema Ministere De La Culture Et De La Communication-CNC,"$14,703"
WXS Productions,"$14,703"
Ripple Effect Films,"$9,197"
Healing from Trauma,"$9,197"
Paramount Home Media,"$9,195"
Lola Pictures,"$9,188"
The Supply Company,"$9,188"
Winant Productions PLC,"$9,188"
Barbhouse Productions,"$15,709"
Morning Dove Pictures,"$9,130"
Abot Hameiri,"$9,129"
Salon Pictures,"$64,220"
Cubevision,"$9,069"
Recalcati Multimedia,"$450,695"
White Glasses Film,"$11,610"
Houseblend Media,"$9,050"
Stromboli Films,"$373,581"
Vamonos Films,"$373,581"
Harcourt Capital,"$853,592"
HMR,"$8,942"
Serotonin Films,"$62,256"
Reiver Pictures,"$58,102"
Little Film Company,"$220,554"
Liaison Cinematography,"$8,856"
TV5 Monde,"$416,799"
Astou Films,"$8,836"
Appaloosa Films,"$8,836"
Royal Pony Film,"$8,836"
Les Chauves-Souris,"$8,836"
G5,"$735,324"
Julio Andrade,"$735,324"
Evercore,"$735,324"
Babel Films,"$735,324"
Dama Filmes,"$735,324"
Friday Lunch Productions,"$8,799"
Red Dirt Pictures,"$8,752"
Reparation Films,"$8,752"
Gundo Entertainment,"$8,708"
OrlyFilms,"$8,705"
Contentious Media,"$510,985"
Mindsmack Productions,"$8,649"
ARTE Cine,"$25,424"
Sacha Pictures,"$8,631"
Good Viking Productions,"$8,612"
Corra Films,"$8,601"
United Television Broadcasting,"$8,570"
Film Voice Inc.,"$8,570"
Stigma Films,"$423,370"
Faith Flix Films,"$8,556"
"Cartas a Elena, LLC","$121,254"
International Documentary Association,"$8,495"
Codebreaker Films,"$8,495"
Roger Waters,"$8,495"
Reva and David Logan Foundation,"$8,495"
Open Pictures,"$8,493"
Finer Films,"$8,462"
Katrina Fleming,"$8,462"
Warp Films Australia,"$450,505"
Five Towers,"$8,448"
Sedna Films,"$8,438"
Splendor Omnia,"$8,438"
All in Films,"$62,164"
Manchester Films,"$19,998,244"
Indefilms,"$3,022,302"
Reverence Films,"$3,022,302"
Brooklyn Brothers 5,"$8,418"
Jason Michael Berman,"$8,418"
Kwesi Collisson,"$8,418"
Gravity Hill Films,"$8,374"
Singer Slash Songwriter Film,"$8,350"
Todd Lucas Movie Production,"$8,350"
Flaneur Films,"$8,348"
Maple Pictures,"$8,340"
Sequitur Cinema,"$8,320"
LC Pictures,"$8,320"
S4C,"$86,538"
Melville Media,"$81,910"
Sgrech,"$81,910"
Freebie Productions,"$35,744"
Pop Smoke,"$8,290"
La Ferme!,"$27,576,788"
Relativity International,"$9,213"
Fuzzy Logic,"$8,251"
Busted Buggy Entertianment,"$81,379"
Lolamaas Films,"$81,379"
Princes Films,"$8,242"
Open Architecture Films,"$8,239"
Beijing Haihua Sun Culture Media,"$3,241,253"
Beijing Blue Diamond Culture Media,"$3,241,253"
Hebei Maxiya Culture Communication,"$3,241,253"
Xiamen Meitu Technology,"$3,241,253"
Shandong Jiabo Culture Development,"$3,241,253"
Zhonghui Huashang Culture Media,"$3,241,253"
Yeyu Shijian Film Investment,"$3,241,253"
Documentary Arts,"$8,199"
Kaikai Kiki,"$8,176"
Melbourne International Film Festival Premiere Fund,"$20,470"
Act 13,"$8,140"
No Place Like Films,"$8,109"
Echo Wolf Productions,"$85,157"
Laguna Ridge Pictures,"$1,730,487"
Louisiana Media Productions,"$8,088"
Wide Films,"$8,077"
Bank & Shoal,"$8,077"
FilmsinIran,"$177,987"
Cosmopol Film,"$177,987"
Europe Media Nest,"$177,987"
Rodeo Drive,"$59,576"
Gold Cap Films,"$8,053"
C. Production,"$8,025"
Independent Edge Prods,"$8,020"
Three-Seven Entertainment,"$8,020"
Alpine Labs,"$7,971"
Principle Entertainment,"$7,965"
Tribeca Gucci,"$7,959"
A Rose is a Rose,"$7,914"
Pukka Films,"$7,891"
Cine@,"$320,765"
Tita Productions,"$83,923"
Comunicacion Fractal,"$83,923"
Santa Lucia Cine,"$83,923"
Higher Content,"$7,856"
Seahorse Films,"$10,489"
Oceans 8 Films,"$10,489"
One Ocean Media Foundation,"$10,489"
Hero Content,"$7,825"
Les Films Hatari,"$7,814"
Gapbusters,"$279,911"
20 Steps Productions,"$209,892"
MEDIA by the European Union,"$175,167"
B Media 2014,"$175,167"
Nouvelle-Aquitaine Region SACEM,"$175,167"
Maneki Films,"$175,167"
National Center for Cinema and the Moving Image,"$175,167"
Cinematographic and Audiovisual Center of the Federation Wallonia-Brussels Europe Creative Programme,"$175,167"
Last Life,"$9,133"
Felker Film,"$9,133"
Dark River Film Limited,"$199,216"
St. Quay Films,"$7,711"
Frency Connection Films,"$7,711"
China 3D Digital Entertainment,"$7,679"
Filmbasen,"$332,627"
BR-F,"$332,627"
Foco Films,"$7,529"
Babka,"$12,559"
Tiko,"$7,500"
IGN,"$7,500"
Pantaleon Films,"$12,100,421"
Resistance Film US,"$460,503"
